Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,city,state,country,types
IPA - Belgian,Short's Brewing Company,Short's Brewing Company Pan Galactic Gargle Blaster,"Notes:Pan Galactic Gargle Blaster is a Belgian-style Double IPA brewed with Australian Galaxy hops. The nose is an impressive dank blend of citrus aromas reminiscent of guava and lemons, very green and fresh with subtle Belgian yeast esters. An intense clean bitterness dominates the flavor profile with little malt character to compete with. A slight, fruity yeast sweetness is noticeable in the finish alongside a resounding bitterness.\t",10.2,50,80,20,32,25,86,63,85,0,130,108,29,40,4.0,4.0,4.0,4.0,3.75,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
IPA - Black / Cascadian Dark Ale,Short's Brewing Company,Short's Brewing Company Bludgeon Yer Eye PA,Notes:,5.0,50,70,14,71,12,130,27,42,0,49,138,11,76,3.914894,3.989362,3.797872,3.93617,3.925532,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Kölsch,Short's Brewing Company,Short's Brewing Company Kolsch 45,Notes:,6.5,18,25,32,47,22,66,51,59,4,78,81,19,100,3.75,4.083333,4.166667,4.25,4.25,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Lager - European Dark,Short's Brewing Company,Short's Brewing Company Black Licorice Lager,"Notes:""A high gravity American dark lager aged on anise seed, Madagascar bourbon vanilla beans and fresh chocolate mint leaves.""\t",8.0,15,40,21,99,34,25,60,28,0,10,67,63,102,3.963115,3.95082,3.807377,3.897541,3.786885,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Lager - Schwarzbier,Short's Brewing Company,Short's Brewing Company Short's Bourbon Barrel Sustenance Black Beer,Notes:Sustenance Black Beer aged it in bourbon barrels for 11 months.\t,6.5,20,30,14,98,126,28,67,23,0,17,18,31,159,3.955224,3.940299,3.768657,3.947761,3.955224,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Lager - Schwarzbier,Short's Brewing Company,Short's Brewing Company Short's Sustenance Black Bier,Notes:,6.0,20,30,20,101,22,89,71,27,0,21,70,30,119,3.715278,3.833333,3.694444,3.784722,3.805556,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Pilsner - Bohemian / Czech,Short's Brewing Company,Short's Brewing Company Short's Pontius Road Pilsner,Notes:,4.7,30,45,35,54,12,77,31,36,4,36,130,15,94,3.583333,3.583333,3.972222,3.888889,3.944444,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Pilsner - Imperial,Short's Brewing Company,Short's Brewing Company Imperial Spruce India Pilsner,"Notes:Original batch (from Imperial Series--750 ml bottles) was 10% abv. New, 2010, 12 oz. bottles are 7.15% abv.\t",7.15,30,65,14,25,15,25,11,8,2,17,95,2,19,4.201681,4.033613,3.932773,4.05042,3.823529,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Pilsner - Imperial,Short's Brewing Company,Short's Brewing Company Short's The Curl,"Notes:Brewed with 40% more ingredients to bump any ordinary pilsner to an imperial level.  We hop the kettle four times, using a good amount of Amarillo hops to balance the malty sweetness from the pilsen malt and  lots of flaked maze. At 7.5% ABV and 50 Bittering Units, this beer is still very quaffable and packed full of flavor thanks to the help of our house American lager yeast.  This beer was brewed upon the request of every ones favorite beer tender, Jeremy the curl VanSice7.1% ABV50 I.B.U.s\t",7.1,30,65,28,40,24,90,43,37,3,45,116,16,85,3.866071,4.044643,3.866071,3.866071,3.875,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Porter - English,Short's Brewing Company,Short's Brewing Company Short's Publican Porter (Imperial London Porter),Notes:A Robust Porter.\t,9.15,20,30,13,141,29,102,91,15,2,23,52,18,155,4.104651,4.186047,4.290698,4.244186,4.186047,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Porter - Imperial,Short's Brewing Company,Short's Brewing Company Bourbon Black Cherry Porter,"Notes:Black Cherry Porter is made using local Northern Michigan sweet black cherries and eight different malts. Combined, the ingredients provide the deep radiant flavor profile and create the dark opaque color. A slight purple lace from the fruit puree enticingly leads into smooth soft hints of roasted chocolate and pleasurable black cherry flavors.55 IBU\t",9.2,35,50,8,96,11,52,84,41,0,109,33,32,105,4.3,4.4,4.2,4.3,4.1,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Red Ale - Imperial,Short's Brewing Company,Short's Brewing Company Aorta Ale (Double Red Ale),"Notes:A double red ale that seems to indicate an intensity of flavor simply by it’s dark reddish brown appearance. Subtle aromas of candy, brown sugar, and toasted malt seem reluctantly released from the depths of this full bodied beast. Raisins, figs, and burnt caramel are among some of the sweeter flavors up front, before giving way to a roasted cocoa like bitterness that becomes magnified by high alpha hops. Considering the initial overall sweetness, it’s a heightened bitterness that dominates the finish.82 IBU\t",9.6,55,85,15,66,18,99,135,60,1,97,129,18,105,3.894737,4.026316,3.973684,3.815789,3.894737,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Red Ale - Irish,Short's Brewing Company,Short's Brewing Company Short's The Magician,"Notes:The Magician is a lustrous, dark-red, London style Red Ale with a rich grain bill. The grain combination lends complex notes of toasted caramel, raisins, chocolate, and roasted toffee. Very light hop additions let the true malt characters show throughout this beer.20 IBU\t",6.8,20,30,12,69,16,31,127,51,0,57,56,1,152,3.440397,3.572848,3.337748,3.298013,3.311258,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Stout - Irish Dry,Short's Brewing Company,Short's Brewing Company Short's Uncle Steve's Irish Stout,"Notes:Uncle Steve’s Irish Stout is Short’s version of the classic Irish Stout, complete with a dark color, soft head, and smooth full flavor typical of this lighter bodied style. A simple grist formula provides a base of roasted malt flavors with a creamy drinkability everyone loves.20 IBU\t",5.8,30,40,19,100,8,77,44,5,0,2,24,17,122,3.779762,3.785714,3.571429,3.642857,3.732143,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Wheat Beer - Wheatwine,Short's Brewing Company,Short's Brewing Company Anniversary Ale,"Notes:2009 Tap only2010 Tap and bottle2013 Tap and bottleSame recipe every year, according to the brewer, though ABV varies slightly.""Anniversary Ale~ A high gravity wheat wine made with blood oranges that render an alluring dark purple hue to the color. Flavor abounds from the spice of green peppercorns and tang from blood orange zest. Aggressive dry hop additions amplify the citrus overtones and spiciness found throughout. ‘Anni’ Ale typifies the full magnitude of Short’s Brewing Company by embodying all the complexities and fulfillment necessary to pay tribute to another year of brewing. 10% ABV 63 IBU's""\t",10.0,45,85,25,52,39,51,76,184,0,165,43,32,48,4.052632,3.970395,3.898026,4.019737,3.845395,Bellaire,MI,US,"Brewery, Bar, Eatery, Beer-to-go"
Bitter - English Extra Special / Strong Bitter (ESB),Gritty McDuff's Brewing Company,Gritty McDuff's Brewing Company Gritty McDuff's Halloween Ale,"Notes:Every fall marks the return of our legendary Extra Special Bitter for the season, Halloween Ale – the beer so good, it's scary! From its humble beginnings in 1990 as a small-batch seasonal in our Portland Brew Pub, Halloween Ale has grown to be one of the year's most anticipated beer releases. This robust brew has a deep amber color, a bold, malty palate and a well-rounded hop finish. The perfect beer for a crisp autumn day!\t",6.0,20,40,11,58,12,60,76,26,0,32,78,28,101,3.756906,3.961326,3.812155,3.883978,3.900552,Portland,ME,US,"Brewery, Bar, Eatery"
Bitter - English Extra Special / Strong Bitter (ESB),Gritty McDuff's Brewing Company,Gritty McDuff's Brewing Company Gritty McDuff's Christmas Ale,"Notes:If it looks like Ed just got merrier, you're right. Every November heralds the return of our holiday seasonal, Christmas Ale – available on draft and in six-packs. Our Christmas Ale is a robust E.S.B. (Extra Special Bitter) full of holiday cheer. Christmas Ale has a lovely, dark red/amber color and a rich, full-bodied, malty taste with a slightly roasted undertone. We brew our Christmas Ale to an original gravity of 1064 (about 6.2% alcohol by volume) using only the finest English Pale and Crystal Malts, with a touch of Roasted Barley as well. A blend of Clusters, Styrian Goldings, Saaz and Yakima Goldings leaf hops round out this hearty brew. Gritty's Christmas Ale has no additives, fruits or spices. It's just a good honest ale, perfect for the season. And to top it all off, it's already gift-wrapped! Happy Holidays!28.5 IBU\t",6.2,20,40,9,69,22,52,61,24,0,27,67,21,112,3.645833,3.8875,3.779167,3.841667,3.875,Portland,ME,US,"Brewery, Bar, Eatery"
Bitter - English,Gritty McDuff's Brewing Company,Gritty McDuff's Brewing Company Gritty McDuff's Best Bitter,"Notes:Best Bitter was the first beer we ever brewed, way back in 1988 at our Portland Brew Pub. This true English classic has been the anchor of our draft selection ever since.Best Bitter is a copper-hued and well-balanced ale with real old world integrity. We use fine Yakima Golding hop flowers in the brewing of this beer for a fine dry finish that compliments the malty palate. The taste captures the freshness of a hand-drawn ale that goes right from the conditioning tank to your glass!25 IBU\t",5.0,20,35,18,61,4,77,55,26,0,22,101,13,89,3.586066,3.75,3.627049,3.75,3.864754,Portland,ME,US,"Brewery, Bar, Eatery"
Scottish Ale,Gritty McDuff's Brewing Company,Gritty McDuff's Brewing Company Gritty McDuff's Scottish Ale,"Notes:It takes a brave beer to stand up to a Maine winter. Gritty McDuff 's Scottish Ale is returns every January to help you weather the season. Scottish Style Ale is our interpretation of the robust brews native to Scotland. Generous quantities of Pale malt along with Munich and Caramalts give this ale a deep and complex profile. Scottish Style Ale is just a shade darker than our Bitter, with a rich, slightly sweet first impression on the palate that rounds out to a satisfying maltiness and a medium-dry hop finish. At 6.3% ABV it's hearty but not overwhelming. Sure to please the Braveheart in all of us.25 IBU\t",6.3,9,25,23,63,21,46,71,20,0,15,52,14,116,3.511628,3.784884,3.55814,3.633721,3.622093,Portland,ME,US,"Brewery, Bar, Eatery"
Stout - Irish Dry,Gritty McDuff's Brewing Company,Gritty McDuff's Brewing Company Gritty McDuff's Black Fly Stout,"Notes:There's beer and then there's stout, and Gritty McDuff 's Black Fly Stout is the real deal. Black Fly is a dry, all-malt stout packed with roasted flavor. We use six different grains in the brewing of this dark masterpiece and balance the full palate with Oregon Willamette and Yakima Clusters hops. Like the legendary Irish stouts that inspired it, Black Fly Stout is rich, robust and a touch mysterious. The finest stout west of Galway Bay!16 IBU\t",4.1,30,40,26,89,10,61,28,11,0,3,37,11,103,3.726776,4.002732,3.663934,3.838798,3.874317,Portland,ME,US,"Brewery, Bar, Eatery"
Bitter - English Extra Special / Strong Bitter (ESB),Shepherd Neame Ltd,Shepherd Neame Ltd Bishops Finger,Notes:,5.4,20,40,10,34,11,44,52,25,1,36,56,6,79,3.548913,3.809783,3.592391,3.668478,3.690217,"Faversham, Kent",GB2,GB,Brewery
Bitter - English,Shepherd Neame Ltd,Shepherd Neame Ltd Spitfire (Premium Ale Export),Notes:This 4.2% Kentish ale (bottle 4.5%) was first brewed in 1990 to celebrate the Battle of Britain which was fought in the skies above Kent 50 years earlier. The beer is named after the legendary Spitfire aeroplane designed by RJ Mitchell. The versatility of the aircraft and the courage of its pilots were essential to victory and were a key symbol of the spirit of that time.\t,4.5,20,35,16,22,6,51,29,16,1,15,76,6,61,3.515385,3.869231,3.526923,3.688462,3.719231,"Faversham, Kent",GB2,GB,Brewery
Stout - English,Shepherd Neame Ltd,Shepherd Neame Ltd Double Stout,Notes:,5.2,20,40,21,102,6,81,59,11,0,10,48,11,129,3.75,4.25,3.25,3.75,3.75,"Faversham, Kent",GB2,GB,Brewery
Bitter - English Extra Special / Strong Bitter (ESB),Elysian Brewing Company,Elysian Brewing Company The Wise ESB,"Notes:Exquisitely balanced.Tasting Notes: Pours reddish-copper with a thin, creamy beige head. Subtle smells of caramel, honey, citrus and grassy floral hops entice while the taste delivers a pleasantly bold hop flavor against a very strong malt backbone. Well-balanced and delicious.Malts: Pale, Munich, C77, CaraHell and Belgian Special B.Hops: Bittered with Chinook, finished with Cascade and Centennial.Body: Medium.IBU: 60\t",5.9,20,40,24,63,10,105,74,34,1,37,140,12,126,3.80292,4.007299,3.948905,3.989051,4.047445,Seattle,WA,US,"Brewery, Bar, Eatery"
Pumpkin Beer,Elysian Brewing Company,Elysian Brewing Company Night Owl Pumpkin Ale,"Notes:Brewed with 150 lbs. of pumpkin in each batch. Made with Pale, Munich and Crystal malts green and roasted pumpkin seeds, pumpkin in the mash, boil and fermenter. Bittered with Horizon hops. Spiced in conditioning with nutmeg, clove, cinnamon, ginger and allspice.\t",6.7,5,70,11,47,7,14,36,13,2,92,19,118,40,4.0,3.933673,3.744898,3.862245,3.869898,Seattle,WA,US,"Brewery, Bar, Eatery"
Pumpkin Beer,Elysian Brewing Company,Elysian Brewing Company The Great Pumpkin,Notes:,8.4,5,70,11,31,15,5,33,23,2,117,7,102,37,4.393617,3.904255,4.159574,4.319149,4.180851,Seattle,WA,US,"Brewery, Bar, Eatery"
Pumpkin Beer,Elysian Brewing Company,Elysian Brewing Company Dark O' The Moon,"Notes:Spookily smooth and chocolatey. A perennial favorite and 2010 Silver medalist in the Great American Beer Festival Field Beer category, Dark o' the Moon is brewed with Great Western pale, Crisp 77° Crystal, Munich, Cara-Vienne, roasted, chocolate and Special B malts with roasted pumpkin seeds in the mash. Pumpkin in the mash, kettle and fermenter. Bittered with Magnum and finished with Saaz and crushed cinnamon.\t",7.6,5,70,13,87,10,38,62,2,0,69,24,68,95,3.75,3.806818,3.965909,3.977273,3.886364,Seattle,WA,US,"Brewery, Bar, Eatery"
Stout - Oatmeal,Elysian Brewing Company,Elysian Brewing Company Dragon's Tooth Oatmeal Stout,"Notes:Rich, Complex, Full-bodied.Style: Imperial Oatmeal Stout.Tasting Notes: Pours a deep, midnight black with a light tan head. Smells of coffee and dark chocolate and the mouthfeel is velvety smooth with flavors of roasted malts, oatmeal and warm bread. Dragonstooth is a very drinkable stout-satisfying but not heavy.Malts: Pale, Munich, C-77, Chocolate, Roasted Barley and Rolled Oats.Hops: Bittered with Magnum, finished with Cascade and Centennial.Body: Substantial.IBU: 56\t",8.1,20,40,8,132,24,105,60,17,0,18,52,10,171,3.959641,4.143498,4.056054,4.08296,4.127803,Seattle,WA,US,"Brewery, Bar, Eatery"
Winter Warmer,Elysian Brewing Company,Elysian Brewing Company BiFrost,Notes:,8.3,35,50,15,47,21,55,60,62,0,96,94,14,71,3.663043,3.960145,3.818841,3.811594,3.82971,Seattle,WA,US,"Brewery, Bar, Eatery"
Bitter - English Extra Special / Strong Bitter (ESB),Woodstock Inn Brewery,Woodstock Inn Brewery Red Rack Ale,Notes:Amber in color with slight caramel sweetness. Medium hop bitterness. Malty up front with a nice hop/ malt balance.23.3 IBU\t,5.5,20,40,20,56,12,52,75,38,0,27,66,3,109,3.361111,3.666667,3.477778,3.45,3.588889,North Woodstock,NH,US,"Brewery, Bar, Eatery, Beer-to-go"
